Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	aspirin_1 Total Spectral Count	aspirin_1 Unique Spectral Count	aspirin_1 Razor Spectral Count	aspirin_1 Total Ion Count	aspirin_1 Unique Ion Count	aspirin_1 Razor Ion Count	aspirin_1 Total Intensity	aspirin_1 Unique Intensity	aspirin_1 Razor Intensity	aspirin_2 Total Spectral Count	aspirin_2 Unique Spectral Count	aspirin_2 Razor Spectral Count	aspirin_2 Total Ion Count	aspirin_2 Unique Ion Count	aspirin_2 Razor Ion Count	aspirin_2 Total Intensity	aspirin_2 Unique Intensity	aspirin_2 Razor Intensity	aspirin_3 Total Spectral Count	aspirin_3 Unique Spectral Count	aspirin_3 Razor Spectral Count	aspirin_3 Total Ion Count	aspirin_3 Unique Ion Count	aspirin_3 Razor Ion Count	aspirin_3 Total Intensity	aspirin_3 Unique Intensity	aspirin_3 Razor Intensity	control_1 Total Spectral Count	control_1 Unique Spectral Count	control_1 Razor Spectral Count	control_1 Total Ion Count	control_1 Unique Ion Count	control_1 Razor Ion Count	control_1 Total Intensity	control_1 Unique Intensity	control_1 Razor Intensity	control_2 Total Spectral Count	control_2 Unique Spectral Count	control_2 Razor Spectral Count	control_2 Total Ion Count	control_2 Unique Ion Count	control_2 Razor Ion Count	control_2 Total Intensity	control_2 Unique Intensity	control_2 Razor Intensity	control_3 Total Spectral Count	control_3 Unique Spectral Count	control_3 Razor Spectral Count	control_3 Total Ion Count	control_3 Unique Ion Count	control_3 Razor Ion Count	control_3 Total Intensity	control_3 Unique Intensity	control_3 Razor Intensity	Indistinguishable Proteins
4197	a	sp|Q9H116|GZF1_HUMAN	Q9H116	GZF1_HUMAN	GZF1	711	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	GDNF-inducible zinc finger protein 1	0.9839	0.9990	2	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4198	a	sp|Q9H160|ING2_HUMAN	Q9H160	ING2_HUMAN	ING2	280	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inhibitor of growth protein 2	0.9839	0.9990	2	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4199	a	sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	11.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	0.9839	0.9990	1	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4200	a	sp|Q9H1Z4|WDR13_HUMAN	Q9H1Z4	WDR13_HUMAN	WDR13	485	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 13	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4201	a	sp|Q9H211|CDT1_HUMAN	Q9H211	CDT1_HUMAN	CDT1	546	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication factor Cdt1	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4202	a	sp|Q9H3R5|CENPH_HUMAN	Q9H3R5	CENPH_HUMAN	CENPH	247	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centromere protein H	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4203	a	sp|Q9H3S4|TPK1_HUMAN	Q9H3S4	TPK1_HUMAN	TPK1	243	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thiamin pyrophosphokinase 1	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4204	a	sp|Q9H490|PIGU_HUMAN	Q9H490	PIGU_HUMAN	PIGU	435	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol glycan anchor biosynthesis class U protein	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4205	a	sp|Q9H497|TOR3A_HUMAN	Q9H497	TOR3A_HUMAN	TOR3A	397	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-3A	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4206	a	sp|Q9H4I3|TRABD_HUMAN	Q9H4I3	TRABD_HUMAN	TRABD	376	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	TraB domain-containing protein	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4207	a	sp|Q9H5N1|RABE2_HUMAN	Q9H5N1	RABE2_HUMAN	RABEP2	569	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GTPase-binding effector protein 2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4208	a	sp|Q9H6A0|DEN2D_HUMAN	Q9H6A0	DEN2D_HUMAN	DENND2D	471	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DENN domain-containing protein 2D	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4209	a	sp|Q9H6U8|ALG9_HUMAN	Q9H6U8	ALG9_HUMAN	ALG9	611	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1,2-mannosyltransferase ALG9	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4210	a	sp|Q9H777|RNZ1_HUMAN	Q9H777	RNZ1_HUMAN	ELAC1	363	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc phosphodiesterase ELAC protein 1	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4211	a	sp|Q9H788|SH24A_HUMAN	Q9H788	SH24A_HUMAN	SH2D4A	454	7.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH2 domain-containing protein 4A	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4212	a	sp|Q9H7D0|DOCK5_HUMAN	Q9H7D0	DOCK5_HUMAN	DOCK5	1870	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dedicator of cytokinesis protein 5	0.9839	0.9990	1	2	2	2	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4213	a	sp|Q9H7M9|VISTA_HUMAN	Q9H7M9	VISTA_HUMAN	VSIR	311	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type immunoglobulin domain-containing suppressor of T-cell activation	0.9839	0.9990	1	4	4	4	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4214	a	sp|Q9H840|GEMI7_HUMAN	Q9H840	GEMI7_HUMAN	GEMIN7	131	14.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gem-associated protein 7	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4215	a	sp|Q9H903|MTD2L_HUMAN	Q9H903	MTD2L_HUMAN	MTHFD2L	347	8.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4216	a	sp|Q9H9C1|SPE39_HUMAN	Q9H9C1	SPE39_HUMAN	VIPAS39	493	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spermatogenesis-defective protein 39 homolog	0.9839	0.9990	1	2	2	2	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4217	a	sp|Q9HBH5|RDH14_HUMAN	Q9HBH5	RDH14_HUMAN	RDH14	336	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinol dehydrogenase 14	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4218	a	sp|Q9HD26|GOPC_HUMAN	Q9HD26	GOPC_HUMAN	GOPC	462	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi-associated PDZ and coiled-coil motif-containing protein	0.9839	0.9990	1	2	2	2	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4219	a	sp|Q9NP71|MLXPL_HUMAN	Q9NP71	MLXPL_HUMAN	MLXIPL	852	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbohydrate-responsive element-binding protein	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4220	a	sp|Q9NPF4|OSGEP_HUMAN	Q9NPF4	OSGEP_HUMAN	OSGEP	335	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable tRNA N6-adenosine threonylcarbamoyltransferase	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4221	a	sp|Q9NPI1|BRD7_HUMAN	Q9NPI1	BRD7_HUMAN	BRD7	651	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 7	0.9839	0.9990	2	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4222	a	sp|Q9NPJ8|NXT2_HUMAN	Q9NPJ8	NXT2_HUMAN	NXT2	142	11.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	NTF2-related export protein 2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4223	a	sp|Q9NPL8|TIDC1_HUMAN	Q9NPL8	TIDC1_HUMAN	TIMMDC1	285	7.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complex I assembly factor TIMMDC1, mitochondrial	0.9839	0.9990	1	9	9	9	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4224	a	sp|Q9NQU5|PAK6_HUMAN	Q9NQU5	PAK6_HUMAN	PAK6	681	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase PAK 6	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4225	a	sp|Q9NQX4|MYO5C_HUMAN	Q9NQX4	MYO5C_HUMAN	MYO5C	1742	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Vc	0.9839	0.9990	1	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4226	a	sp|Q9NQY0|BIN3_HUMAN	Q9NQY0	BIN3_HUMAN	BIN3	253	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bridging integrator 3	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4227	a	sp|Q9NR48|ASH1L_HUMAN	Q9NR48	ASH1L_HUMAN	ASH1L	2969	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase ASH1L	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4228	a	sp|Q9NR77|PXMP2_HUMAN	Q9NR77	PXMP2_HUMAN	PXMP2	195	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal membrane protein 2	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4229	a	sp|Q9NRG0|CHRC1_HUMAN	Q9NRG0	CHRC1_HUMAN	CHRAC1	131	13.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromatin accessibility complex protein 1	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4230	a	sp|Q9NSI2|F207A_HUMAN	Q9NSI2	F207A_HUMAN	FAM207A	230	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM207A	0.9839	0.9990	1	5	5	5	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4231	a	sp|Q9NTN3|S35D1_HUMAN	Q9NTN3	S35D1_HUMAN	SLC35D1	355	5.90	Homo sapiens OX=9606	2:Experimental evidence at transcript level	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter	0.9839	0.9990	1	5	5	5	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	4	4	4	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4232	a	sp|Q9NUN5|LMBD1_HUMAN	Q9NUN5	LMBD1_HUMAN	LMBRD1	540	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal cobalamin transport escort protein LMBD1	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4233	a	sp|Q9NUQ6|SPS2L_HUMAN	Q9NUQ6	SPS2L_HUMAN	SPATS2L	558	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	SPATS2-like protein	0.9839	0.9990	2	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4234	a	sp|Q9NV66|TYW1_HUMAN	Q9NV66	TYW1_HUMAN	TYW1	732	1.20	Homo sapiens OX=9606	2:Experimental evidence at transcript level	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4235	a	sp|Q9NVD7|PARVA_HUMAN	Q9NVD7	PARVA_HUMAN	PARVA	372	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-parvin	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4236	a	sp|Q9NVU0|RPC5_HUMAN	Q9NVU0	RPC5_HUMAN	POLR3E	708	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC5	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4237	a	sp|Q9NVV4|PAPD1_HUMAN	Q9NVV4	PAPD1_HUMAN	MTPAP	582	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(A) RNA polymerase, mitochondrial	0.9839	0.9990	2	7	7	7	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4238	a	sp|Q9NVZ3|NECP2_HUMAN	Q9NVZ3	NECP2_HUMAN	NECAP2	263	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adaptin ear-binding coat-associated protein 2	0.9839	0.9990	1	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4239	a	sp|Q9NW08|RPC2_HUMAN	Q9NW08	RPC2_HUMAN	POLR3B	1133	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC2	0.9839	0.9990	2	3	3	3	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4240	a	sp|Q9NWS9|ZN446_HUMAN	Q9NWS9	ZN446_HUMAN	ZNF446	450	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 446	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4241	a	sp|Q9NWX5|ASB6_HUMAN	Q9NWX5	ASB6_HUMAN	ASB6	421	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat and SOCS box protein 6	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4242	a	sp|Q9NX14|NDUBB_HUMAN	Q9NX14	NDUBB_HUMAN	NDUFB11	153	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	0.9839	0.9990	1	8	8	8	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
4243	a	sp|Q9NXF8|ZDHC7_HUMAN	Q9NXF8	ZDHC7_HUMAN	ZDHHC7	308	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC7	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4244	a	sp|Q9NXR5|ANR10_HUMAN	Q9NXR5	ANR10_HUMAN	ANKRD10	420	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 10	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4245	a	sp|Q9NYT0|PLEK2_HUMAN	Q9NYT0	PLEK2_HUMAN	PLEK2	353	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin-2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
